"","spec.name","spec.name.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"119","Polemonium reptans","Polemonium reptans",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,89,1,"wfo-0001099806","urn:lsid:ipni.org:names:690014-1","25800475","Polemonium reptans","species","wfo-4000030638","L.","Polemoniaceae","","","","Polemonium","","reptans","","species","Valid","Syst. Nat., ed. 10.  2: 925 (1759)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Syst. Nat. (ed. 10) 925 1759 to Syst. Nat. ed. 10 , 2: 925 (1759), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:690014-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-25800475","",FALSE,"","","",""
"122","Potentilla arguta","Potentilla arguta",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,90,3,"wfo-0001005709","urn:lsid:ipni.org:names:84384-2","3844","Drymocallis arguta","species","wfo-4000012625","(Pursh) Rydb.","Rosaceae","","","","Drymocallis","","arguta","","species","Valid","Monogr. N. Amer. Potent.  2: 192 (1898)","Accepted","","wfo-0001005372",NA,"Source in seed data: rjp Update namepublishedIn from A monograph of the North American Potentilleae ; 1898 192 1898 to Monogr. N. Amer. Potent. 2: 192 (1898), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=ht","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:84384-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-3844","",TRUE,"Synonym","wfo-0001005372","Potentilla arguta","Accepted"
"124","Pycnanthemum pilosum","Pycnanthemum pilosum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,91,1,"wfo-0000289037","urn:lsid:ipni.org:names:923751-1","171082","Pycnanthemum verticillatum var. pilosum","variety","wfo-0000289036","(Nutt.) Cooperr.","Lamiaceae","","","","Pycnanthemum","","verticillatum","pilosum","variety","Valid","Michigan Bot.  23: 166 (1984)","Accepted","","wfo-0000289021",NA,"Source in seed data: wcs Update namepublishedIn from Michigan Bot. 23(4): 166 (1984):. to Michigan Bot. 23: 166 (1984), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:923751-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-171082","",TRUE,"Synonym","wfo-0000289021","Pycnanthemum pilosum",""
"125","Pycnanthemum tenuifolium","Pycnanthemum tenuifolium",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,92,1,"wfo-0000289030","urn:lsid:ipni.org:names:455236-1","171075","Pycnanthemum tenuifolium","species","wfo-4000032214","Schrad.","Lamiaceae","","","","Pycnanthemum","","tenuifolium","","species","Valid","Hort. Gott. : 10 (1809)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Hort. Gott. 10 1809 to Hort. Gott. : 10 (1809), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-171075 >The Pl","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:455236-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-171075","",FALSE,"","","",""
"126","Pycnanthemum verticillatum","Pycnanthemum verticillatum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,93,1,"wfo-0000289036","urn:lsid:ipni.org:names:455240-1","171081","Pycnanthemum verticillatum","species","wfo-4000032214","(Michx.) Pers.","Lamiaceae","","","","Pycnanthemum","","verticillatum","","species","Valid","Syn. Pl.  2: 128 (1806)","Accepted","","wfo-0000386648",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Michx.) Pers. to Pers., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-171081 >The Plant List v.1.","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:455240-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-171081","",FALSE,"","","",""
"127","Pycnanthemum virginianum","Pycnanthemum virginianum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,94,1,"wfo-0000289039","urn:lsid:ipni.org:names:1128143-2","171084","Pycnanthemum virginianum","species","wfo-4000032214","(L.) T.Durand & B.D.Jacks. ex B.L.Rob. & Fernald","Lamiaceae","","","","Pycnanthemum","","virginianum","","species","Valid","Manual , ed. 7: 707 (1908)","Accepted","","wfo-0000304600",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) T.Durand & B.D.Jacks. ex B.L.Rob. & Fernald to (L.) B.L.Rob. & Fernald, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantli","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1128143-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-171084","",FALSE,"","","",""
"128","Ratibida pinnata","Ratibida pinnata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,95,1,"wfo-0000121004","urn:lsid:ipni.org:names:217881-2","GCC-1264B8E7-89E2-44D7-8E91-719554DC535F","Ratibida pinnata","species","wfo-4000032593","Barnhart","Asteraceae","Asteroideae","Heliantheae","Rudbeckiinae","Ratibida","","pinnata","","species","Valid","Bull. Torrey Bot. Club 24(8): 410 (1897)","Accepted","","wfo-0000021569",NA,"Source in seed data: gcc Update namepublishedIn from 410 1897 to Bull. Torrey Bot. Club 24(8): 410 (1897), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-82238 >T","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1137459","The Asteraceaae TEN","A","gcc-82238","",FALSE,"","","",""
"131","Rosa blanda","Rosa blanda",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,96,3,"wfo-0001006233","urn:lsid:ipni.org:names:222243-2","3949","Rosa blanda","species","wfo-4000033476","Aiton","Rosaceae","","","","Rosa","","blanda","","species","Valid","Hort. Kew.  2: 202 (1789)","Accepted","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-3949 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-3949 >The Plant List v.1.0</a>","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:222243-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-3949","",FALSE,"","","","Accepted"
"135","Rosa carolina","Rosa carolina",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,97,3,"wfo-0001014358","urn:lsid:ipni.org:names:731982-1","6025","Rosa carolina","species","wfo-4000033476","L.","Rosaceae","","","","Rosa","","carolina","","species","Valid","Sp. Pl. : 492 (1753)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Sp. Pl. 1: 492. 1753 [1 May 1753] to Sp. Pl. : 492 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-602","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:731982-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-6025","",FALSE,"","","","Accepted"
"136","Rosa setigera","Rosa setigera",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,98,1,"wfo-0001017675","urn:lsid:ipni.org:names:734247-1","841","Rosa setigera","species","wfo-4000033476","Michx.","Rosaceae","","","","Rosa","","setigera","","species","Valid","Fl. Bor.-Amer.  1: 295 (1803)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Flora boreali-americana ; 1803 295 1803 to Fl. Bor.-Amer. 1: 295 (1803), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:734247-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-841","",FALSE,"","","",""
"137","Rudbeckia fulgida","Rudbeckia fulgida",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,99,1,"wfo-0000014241","urn:lsid:ipni.org:names:241701-1","GCC-82CBA4D2-54AD-4417-889D-B860295DD0E4","Rudbeckia fulgida","species","wfo-4000033584","Aiton","Asteraceae","Asteroideae","Heliantheae","Rudbeckiinae","Rudbeckia","","fulgida","","species","Valid","Hort. Kew. [W. Aiton] 3: 251. 1789","Accepted","","",NA,"Source in seed data: gcc Updated namepublishedIn from 251 1789 to Hort. Kew. [W. Aiton] 3: 251. 1789 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-113773 >The ","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1106351","The Asteraceaae TEN","A","gcc-113773","",FALSE,"","","","Accepted"
"139","Rudbeckia hirta","Rudbeckia hirta",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,100,1,"wfo-0000027627","urn:lsid:ipni.org:names:223740-2","GCC-14D180B7-3E38-4452-B033-D5E649D6F7F6","Rudbeckia hirta","species","wfo-4000033584","L.","Asteraceae","Asteroideae","Heliantheae","Rudbeckiinae","Rudbeckia","","hirta","","species","Valid","Sp. Pl. : 907 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from 907 1753 to Sp. Pl. : 907 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-126702 >The Plant List v.1.1","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1110045","The Asteraceaae TEN","A","gcc-126702","",FALSE,"","","",""
"140","Rudbeckia subtomentosa","Rudbeckia subtomentosa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,101,1,"wfo-0000041666","urn:lsid:ipni.org:names:30275611-2","GCC-249582E5-C77C-442F-A863-F4AA70260EA9","Rudbeckia subtomentosa","species","wfo-4000033584","Pursh","Asteraceae","Asteroideae","Heliantheae","Rudbeckiinae","Rudbeckia","","subtomentosa","","species","Valid","Fl. Amer. Sept. 2: 575 (1813)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from 575 to Fl. Amer. Sept. 2: 575 (1813), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-140296 >The Plant List v","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1113881","The Asteraceaae TEN","A","gcc-140296","",FALSE,"","","",""
"141","Rudbeckia triloba","Rudbeckia triloba",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,102,1,"wfo-0000134497","urn:lsid:ipni.org:names:241776-1","GCC-BFE7BB7C-14FA-4808-8B38-8EF191476C63","Rudbeckia triloba","species","wfo-4000033584","L.","Asteraceae","Asteroideae","Heliantheae","Rudbeckiinae","Rudbeckia","","triloba","","species","Valid","Sp. Pl. : 907 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from 907 1753 to Sp. Pl. : 907 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-95282 >The Plant List v.1.1.","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1101147","The Asteraceaae TEN","A","gcc-95282","",FALSE,"","","",""
"142","Ruellia humilis","Ruellia humilis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,103,1,"wfo-0001045430","urn:lsid:ipni.org:names:54161-1","103977","Ruellia humilis","species","wfo-4000033594","Nutt.","Acanthaceae","","","","Ruellia","","humilis","","species","Valid","Trans. Amer. Philos. Soc. , n.s., 5: 182 (1835)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Trans. Amer. Philos. Soc., n.s., 5(6[3]): 182–183 1837 to Trans. Amer. Philos. Soc. , n.s., 5: 182 (1835), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:54161-1","Acanthaceae TEN","A","tro-103977","",FALSE,"","","","Not a synonym"
"145","Schizachyrium scoparium","Schizachyrium scoparium",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,104,1,"wfo-0000898183","urn:lsid:ipni.org:names:420956-1","441401","Schizachyrium scoparium","species","wfo-4000034388","(Michx.) Nash","Poaceae","","","","Schizachyrium","","scoparium","","species","Valid","Fl. S.E. U.S. : 59 (1903)","Accepted","","wfo-0000847451",NA,"Source in seed data: wcs Update namepublishedIn from Fl. S.E. U.S. 59 1903 to Fl. S.E. U.S. : 59 (1903), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-441401 >Th","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:420956-1","The Poaceae TEN","A","kew-441401","",FALSE,"","","",""
"146","Senna hebecarpa","Senna hebecarpa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,105,1,"wfo-0000175226","urn:lsid:ipni.org:names:234488-2","21356","Senna hebecarpa","species","wfo-4000035076","(Fernald) H.S.Irwin & Barneby","Fabaceae","Caesalpinioideae","","","Senna","","hebecarpa","","species","Valid","Mem. New York Bot. Gard. 35: 446 (1982)","Accepted","","wfo-0000177681",NA,"Source in seed data: ildis Update namepublishedIn from to Mem. New York Bot. Gard. 35: 446 (1982), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-21356 >The Plant","https://www.legumedata.org/taxonomy/taxon/2490645","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-21356","",FALSE,"","","",""
"147","Senna marilandica","Senna marilandica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,106,1,"wfo-0000183492","urn:lsid:ipni.org:names:518344-1","29555","Senna marylandica","species","wfo-4000035076","(L.) Link","Fabaceae","Caesalpinioideae","","","Senna","","marylandica","","species","Valid","Handbuch 2: 140 (1831)","Accepted","","wfo-0000164306",NA,"Source in seed data: ildis Update namepublishedIn from Handbuch [Link] 2: 140. 1831 to Handbuch 2: 140 (1831), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-2955","https://www.legumedata.org/taxonomy/taxon/2590624","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-29555","",FALSE,"","","",""
"148","Silphium integrifolium","Silphium integrifolium",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,107,1,"wfo-0000004985","urn:lsid:ipni.org:names:30072268-2","GCC-582A5B57-8E16-412F-A042-A4399CD2FA40","Silphium integrifolium","species","wfo-4000035376","Michx.","Asteraceae","Asteroideae","Heliantheae","Engelmanniinae","Silphium","","integrifolium","","species","Valid","Fl. Bor.-Amer. 2: 146 (1803)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from 146 1803 to Fl. Bor.-Amer. 2: 146 (1803), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-104796 >The Plant Li","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1103302","The Asteraceaae TEN","A","gcc-104796","",FALSE,"","","",""
"150","Silphium laciniatum","Silphium laciniatum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,108,2,"wfo-0000117950","urn:lsid:ipni.org:names:315757-2","GCC-3D90A87D-8528-4E5F-A386-6B1FF1840600","Silphium laciniatum","species","wfo-4000035376","L.","Asteraceae","Asteroideae","Heliantheae","Engelmanniinae","Silphium","","laciniatum","","species","Valid","Sp. Pl. : 919 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 919 1753 to Sp. Pl. : 919 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-79299 >The Plant Lis","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1096611","The Asteraceaae TEN","A","gcc-79299","",FALSE,"","","","Accepted"
"151","Silphium terebinthinaceum","Silphium terebinthinaceum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,109,1,"wfo-0000079762","urn:lsid:ipni.org:names:30257140-2","GCC-F7B44FA9-A814-4A3B-9823-4361BC91CA12","Silphium terebinthinaceum","species","wfo-4000035376","Jacq.","Asteraceae","Asteroideae","Heliantheae","Engelmanniinae","Silphium","","terebinthinaceum","","species","Valid","Hort. Bot. Vindob. 1: 16 (t. 43) (1770)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Hort. Vindob. i. 16. 1770 to Hort. Bot. Vindob. 1: 16 (t. 43) (1770), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/rec","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1091512","The Asteraceaae TEN","A","gcc-36338","",FALSE,"","","",""
"152","Sisyrinchium angustifolium","Sisyrinchium angustifolium",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,110,1,"wfo-0000786370","urn:lsid:ipni.org:names:440925-1","324934","Sisyrinchium angustifolium","species","wfo-4000035553","Mill.","Iridaceae","","","","Sisyrinchium","","angustifolium","","species","Valid","Gard. Dict., ed. 8. : n.° 2 (1768)","Accepted","","",NA,"Source in seed data: iplants Update namepublishedIn from Gard. Dict. ed. 8 2 1768 to Gard. Dict. ed. 8 : n.º 2 (1768), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:440925-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-324934","",FALSE,"","","","Not a synonym"
"155","Solidago juncea","Solidago juncea",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,111,2,"wfo-0000129246","urn:lsid:ipni.org:names:249633-1","GCC-4A66E631-9594-4585-B302-8365168986A6","Solidago juncea","species","wfo-4000035732","Aiton","Asteraceae","Asteroideae","Astereae","Solidagininae","Solidago","","juncea","","species","Valid","Hort. Kew. 3: 213 (1789)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from 213 1789 to Hort. Kew. 3: 213 (1789), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-90186 >The Plant List v.","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1099740","The Asteraceaae TEN","A","gcc-90186","",FALSE,"","","","Accepted"
"156","Solidago nemoralis","Solidago nemoralis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,112,1,"wfo-0000013309","urn:lsid:ipni.org:names:249731-1","GCC-F94F0F34-FBD2-48C0-8B43-B66FC73B34F3","Solidago nemoralis","species","wfo-4000035732","Aiton","Asteraceae","Asteroideae","Astereae","Solidagininae","Solidago","","nemoralis","","species","Valid","Hort. Kew. 3: 213 (1789)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from 213 1789 to Hort. Kew. 3: 213 (1789), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-112880 >The Plant List v","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1106040","The Asteraceaae TEN","A","gcc-112880","",FALSE,"","","",""
"157","Solidago speciosa","Solidago speciosa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,113,1,"wfo-0000032825","","GCC-DEAC5B47-EF39-4C35-8928-E1A22DA54FE0","Solidago speciosa","species","wfo-4000035732","A.Gray","Asteraceae","Asteroideae","Astereae","Solidagininae","Solidago","","speciosa","","species","Valid","","Accepted","","",NA,"Source in seed data: gcc Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from http://www.theplantlist.org/tpl1.1/record/gcc-131742, according to WCVP, information provided by Alan E. on email Dec 02 2020 More ","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1111416","The Asteraceaae TEN","A","gcc-131742","",FALSE,"","","","smallest ID"
"159","Sorghastrum nutans","Sorghastrum nutans",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,114,1,"wfo-0000900100","urn:lsid:ipni.org:names:240823-2","443203","Sorghastrum nutans","species","wfo-4000035800","(L.) Nash","Poaceae","","","","Sorghastrum","","nutans","","species","Valid","Fl. S.E. U.S. : 66 (1903)","Accepted","","wfo-1000048325",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) Nash to Nash in Small, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-443203 >The Plant List v","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:240823-2","The Poaceae TEN","A","kew-443203","",FALSE,"","","",""
"160","Spiraea alba","Spiraea alba",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,115,1,"wfo-0000985576","urn:lsid:ipni.org:names:30043519-2","1282","Spiraea alba","species","wfo-4000036101","Du Roi","Rosaceae","","","","Spiraea","","alba","","species","Valid","Harbk. Baumz.  2: 430 (1772)","Accepted","","",NA,"Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-1282 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-1282 >The Plant List v.1.0</a>","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30043519-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-1282","",FALSE,"","","","Accepted"
"162","Sporobolus heterolepis","Sporobolus heterolepis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,116,1,"wfo-0000901178","urn:lsid:ipni.org:names:1026241-2","444230","Sporobolus heterolepis","species","wfo-4000036182","(A.Gray) A.Gray","Poaceae","","","","Sporobolus","","heterolepis","","species","Valid","Manual : 576 (1848)","Accepted","","wfo-0000907128",NA,"Source in seed data: wcs Update namepublishedIn from Manual 576 1848 to Manual : 576 (1848), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-444230 >The Plant List","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1026241-2","The Poaceae TEN","A","kew-444230","",FALSE,"","","",""
"163","Symphyotrichum ericoides","Symphyotrichum ericoides",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,117,1,"wfo-0000065053","urn:lsid:ipni.org:names:981811-1","GCC-DC9D8E69-A41F-4858-B499-28A90966345E","Symphyotrichum ericoides","species","wfo-4000037221","(L.) G.L.Nesom","Asteraceae","Asteroideae","Astereae","Symphyotrichinae","Symphyotrichum","","ericoides","","species","Valid","Phytologia 77(3): 280 (1995)","Accepted","","wfo-0000031058",NA,"Source in seed data: gcc Update namepublishedIn from Phytologia 77 280 to Phytologia 77(3): 280 (1995), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-21986 >The ","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1088163","The Asteraceaae TEN","A","gcc-21986","",FALSE,"","","",""
"164","Symphyotrichum laeve","Symphyotrichum laeve",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,118,1,"wfo-0000129622","urn:lsid:ipni.org:names:911502-1","GCC-D112BFF7-727F-46EA-8CBE-844E473FA5D1","Symphyotrichum laeve","species","wfo-4000037221","(L.) Á.Löve & D.Löve","Asteraceae","Asteroideae","Astereae","Symphyotrichinae","Symphyotrichum","","laeve","","species","Valid","Taxon 31(2): 359 (1982):.","Accepted","","wfo-0000131623",NA,"Source in seed data: gcc Updated namepublishedIn from 359 1982 to Taxon 31(2): 359 (1982):. , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-90549 >The Plant List","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1099840","The Asteraceaae TEN","A","gcc-90549","",FALSE,"","","",""
"165","Symphyotrichum novae.angliae","Symphyotrichum novae.angliae",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,119,1,"wfo-0000115996","urn:lsid:ipni.org:names:981863-1","GCC-BFC967B5-5C07-4F49-A561-66D9BF32C1EB","Symphyotrichum novae-angliae","species","wfo-4000037221","(L.) G.L.Nesom","Asteraceae","Asteroideae","Astereae","Symphyotrichinae","Symphyotrichum","","novae-angliae","","species","Valid","Phytologia 77(3): 287 (1995)","Accepted","","wfo-0000047975",NA,"Source in seed data: gcc Update namepublishedIn from Phytologia 77 287 to Phytologia 77(3): 287 (1995), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-77418 >The ","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1096085","The Asteraceaae TEN","A","gcc-77418","",FALSE,"","","",""
"166","Symphyotrichum oblongifolium","Symphyotrichum oblongifolium",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,120,1,"wfo-0000094410","urn:lsid:ipni.org:names:981868-1","GCC-90DC3512-E931-4B51-AB6B-0974EE039800","Symphyotrichum oblongifolium","species","wfo-4000037221","(Nutt.) G.L.Nesom","Asteraceae","Asteroideae","Astereae","Symphyotrichinae","Symphyotrichum","","oblongifolium","","species","Valid","Phytologia 77(3): 287 (1995)","Accepted","","wfo-0000017626",NA,"Source in seed data: gcc Update namepublishedIn from Phytologia 77(3): 287. 1995 [Sep 1994 publ. 31 Jan 1995] to Phytologia 77(3): 287 (1995), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplan","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1084010","The Asteraceaae TEN","A","gcc-5061","",FALSE,"","","",""
